SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
62c3f87b,e1365cae,7095e88d,High-Need Rural,Mohawk Valley,80,14,16.333333333333332,16.75,14.5,NA,NA,NA,65,1,86,4,2,NA,19,1199,2705,23479,0,0,0,0,0,0,0,0,0,0,319,320,263,264,54,46,7,0,6,2,51,36,6,17,72,0,2,0,0
bf1870c3,e1365cae,7095e88d,High-Need Rural,Mohawk Valley,89,17.666666666666668,17.666666666666668,20,NA,NA,NA,NA,57,2,30,0,1,NA,3,488,2587,17934,33,66,83,61,76,80,83,0,0,0,0,0,0,0,53,47,7,0,3,0,42,50,5,20,68,0,3,1,0
f2107786,e1365cae,7095e88d,High-Need Rural,Mohawk Valley,89,22,22,21,NA,NA,NA,NA,71,3,24,0,1,NA,4,433,2693,18867,18,85,61,69,64,71,63,0,0,0,0,0,0,0,53,47,6,0,4,1,55,34,5,17,83,0,3,1,0
8612f55d,21371a35,7095e88d,High-Need Rural,Mohawk Valley,94,16,15,16.5,18.5,NA,NA,NA,44,1,35,1,1,NA,6,264,42,23010,0,0,0,0,0,0,0,0,0,0,69,61,63,69,51,49,1,0,2,1,0,97,1,12,50,0,0,0,0
9fd76b34,21371a35,7095e88d,High-Need Rural,Mohawk Valley,95,17,17,15.5,NA,NA,NA,NA,52,0,25,1,1,NA,9,182,43,22213,0,0,0,0,0,0,0,57,70,55,0,0,0,0,54,46,1,0,0,1,2,95,3,12,57,0,1,0,0
700909fe,21371a35,7095e88d,High-Need Rural,Mohawk Valley,95,20.333333333333332,20.333333333333332,NA,NA,NA,NA,NA,48,1,35,1,1,NA,2,404,42,28367,54,49,51,68,66,56,60,0,0,0,0,0,0,0,53,47,1,0,0,1,4,90,4,11,55,0,1,0,0
90d3fad2,d72e5814,7095e88d,Average Need,Mohawk Valley,94,20,23.5,NA,NA,25,23,20,49,3,43,0,2,NA,1,533,1900,17818,56,98,98,93,91,96,0,0,0,0,0,0,0,0,50,50,2,0,1,0,8,89,2,16,52,0,1,0,1
5f016867,d72e5814,7095e88d,Average Need,Mohawk Valley,93,17,17,16,14,NA,NA,NA,38,3,46,2,0,NA,6,352,2097,23305,0,0,0,0,0,0,0,0,0,0,88,85,95,79,53,46,0,0,1,1,4,92,3,11,43,0,2,1,2
2798407d,d72e5814,7095e88d,Average Need,Mohawk Valley,95,23,19.2,22.5,NA,NA,NA,NA,39,2,44,1,0,NA,5,372,2093,21317,0,0,0,0,0,0,95,92,94,85,0,0,0,0,53,47,1,0,0,1,5,91,3,14,42,0,2,0,2
960d38ca,fd57bcf4,7095e88d,High-Need Rural,Mohawk Valley,93,15.5,15.5,14,NA,NA,NA,NA,62,0,36,4,0,NA,3,358,3569,24652,33,39,44,38,45,59,45,53,0,0,0,0,0,0,50,50,1,0,3,0,7,83,6,13,67,1,3,0,0
bc81e850,fd57bcf4,7095e88d,High-Need Rural,Mohawk Valley,92,11.333333333333334,11,12.6,9.5,NA,NA,NA,59,1,34,3,1,NA,5,313,5326,27761,0,0,0,0,0,0,0,0,53,41,57,51,51,53,50,50,0,0,1,1,5,89,4,18,65,0,2,1,0
1d5a98cd,6f15367a,7095e88d,High-Need Rural,Mohawk Valley,92,15.25,15.25,16,NA,14,18,13,66,0,39,0,1,NA,4,356,5738,23578,30,42,43,58,35,52,47,49,0,0,0,0,0,0,50,50,0,0,2,0,1,96,0,13,69,0,1,0,0
416920af,6f15367a,7095e88d,High-Need Rural,Mohawk Valley,91,17,19.2,17.25,16.5,NA,NA,NA,54,0,33,2,1,NA,8,362,2899,21645,0,0,0,0,0,0,0,0,62,51,76,68,48,53,45,54,0,0,1,0,2,96,1,16,55,0,2,0,0
50a4966d,d9729752,c598c545,Average Need,Long Island,92,NA,NA,NA,NA,19,21,19,52,6,41,0,1,NA,1,398,359,24094,59,106,104,129,0,0,0,0,0,0,0,0,0,0,51,49,29,0,7,4,68,19,1,15,66,0,1,1,0
7e52a2da,d9729752,c598c545,Average Need,Long Island,94,15.333333333333334,15.333333333333334,16,NA,NA,NA,NA,58,6,39,0,1,NA,4,321,419,32325,0,0,0,0,102,102,112,0,0,0,0,0,0,0,53,47,21,0,6,2,68,21,4,22,67,0,2,0,0
8f1790e2,d9729752,c598c545,Average Need,Long Island,92,NA,NA,NA,NA,22,23,18,47,9,36,0,1,NA,0,341,441,27108,0,100,120,121,0,0,0,0,0,0,0,0,0,0,54,46,19,0,6,3,66,23,2,21,65,0,1,0,0
8e72b076,d9729752,c598c545,Average Need,Long Island,93,18.333333333333332,18.333333333333332,19,NA,NA,NA,NA,60,4,42,0,1,NA,2,360,392,28621,19,0,0,0,117,94,130,0,0,0,0,0,0,0,53,47,27,0,9,3,67,18,3,19,67,0,1,0,0
1ac723c7,d9729752,c598c545,Average Need,Long Island,89,22,23,19.5,25,NA,NA,NA,50,4,106,5,1,NA,6,1066,661,28498,0,0,0,0,0,0,0,0,0,0,271,259,294,237,51,49,20,0,8,2,66,23,2,19,59,0,1,0,0
5f255ced,d9729752,c598c545,Average Need,Long Island,93,19,21.5,17,NA,NA,NA,NA,54,3,79,3,1,NA,11,674,781,32280,0,0,0,0,0,0,0,206,228,240,0,0,0,0,50,50,19,0,6,4,69,19,2,18,63,0,2,0,0
53c6a5cf,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,89,17.25,17.25,18,NA,NA,NA,NA,58,7,28,0,0,NA,1,421,4794,34100,0,1,58,73,61,67,76,80,0,0,0,0,0,0,55,45,47,0,28,3,68,0,0,14,66,0,5,0,0
eb5661df,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,88,17.25,18,24,NA,NA,NA,NA,62,1,26,0,0,NA,3,429,5066,31265,0,64,55,45,74,65,66,59,0,0,0,0,0,0,53,47,50,0,30,1,69,0,0,15,64,0,7,0,0
2b97afd7,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,90,18.5,18.5,19,NA,NA,NA,NA,66,12,27,0,1,NA,1,485,4611,26752,0,0,93,81,80,72,86,71,0,0,0,0,0,0,55,45,51,0,19,1,79,0,1,12,78,0,7,0,0
255d51d5,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,91,21,21,22,NA,NA,NA,NA,66,15,27,0,1,NA,1,525,4918,31243,0,0,84,94,87,91,78,91,0,0,0,0,0,0,50,50,53,0,11,2,87,0,0,12,82,0,6,0,0
32a55018,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,78,20,17.333333333333332,27,15,NA,NA,NA,63,4,75,0,4,NA,8,1986,4795,24394,0,0,0,0,0,0,0,0,0,0,507,507,483,449,54,46,41,0,21,1,77,0,0,10,67,0,9,0,0
d7c79d05,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,87,21,20.5,21,NA,NA,NA,NA,67,5,66,0,3,NA,9,909,4838,33222,0,0,0,0,0,0,0,0,421,472,0,1,0,0,54,46,36,0,25,1,73,0,1,14,72,0,13,0,0
5ab3f0aa,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9cb7f39c,20aca9cd,c598c545,High-Need Urban/Suburban,Long Island,89,20,20.25,22,NA,NA,NA,NA,58,10,39,0,1,NA,3,769,4835,27036,0,88,100,122,124,127,96,111,0,0,0,0,0,0,52,48,51,0,18,2,80,0,0,12,68,0,6,0,0
e384d71a,03759bb1,c598c545,Charter School,Long Island,92,30.142857142857142,28,25.833333333333332,23,29,30,31,87,3,122,6,0,31,3,1894,1847,19514,0,155,145,152,151,148,240,133,133,128,142,144,118,105,45,55,24,1,35,1,62,0,1,5,91,0,0,0,0
d0bb2ae5,03759bb1,c598c545,Charter School,Long Island,94,28,22.5,25.333333333333332,NA,NA,NA,NA,71,8,92,0,0,36,10,1088,2145,16549,0,123,125,127,123,124,76,76,75,51,52,52,48,36,49,51,33,5,9,0,85,0,0,11,86,0,1,0,0
277a2dec,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,93,18.333333333333332,15.333333333333334,19,NA,20,16,15,62,4,58,1,2,NA,1,701,1522,28336,57,107,96,114,123,109,94,0,0,0,0,0,0,0,51,49,40,0,22,1,76,1,0,15,67,0,2,0,0
735ec469,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,93,17.666666666666668,18.333333333333332,19,NA,18,15,17,60,2,31,1,1,NA,0,299,2035,56298,28,33,39,53,47,49,45,0,0,0,0,0,0,0,53,47,14,0,45,1,51,0,2,22,63,0,2,0,0
681243d5,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,92,19.666666666666668,17.333333333333332,22,NA,19,17,17,64,1,56,1,2,NA,0,612,2054,42026,57,88,85,90,87,94,110,0,0,0,0,0,0,0,48,52,33,0,30,1,66,1,1,18,66,0,3,0,0
ea4afa16,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,92,17,14.333333333333334,18,NA,18,16,17,58,5,43,1,1,NA,2,459,2148,16862,53,67,76,66,55,86,55,0,0,0,0,0,0,0,58,42,27,0,36,0,61,2,0,27,66,0,4,1,0
17f39606,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,94,18,12.333333333333334,18,NA,20,20,14,61,3,46,1,1,NA,0,505,1673,52572,34,92,59,82,85,64,89,0,0,0,0,0,0,0,46,54,32,0,31,1,66,0,1,14,66,0,1,0,0
935925cd,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,92,15.666666666666666,12.25,11.5,NA,NA,NA,NA,63,2,78,2,2,NA,2,633,14256,42194,0,0,0,0,0,0,0,195,197,234,0,0,0,0,53,47,18,0,36,1,59,1,1,18,67,0,4,0,0
bd2bf157,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,92,17.666666666666668,19,22,NA,NA,NA,NA,64,3,79,3,3,NA,3,654,1582,86446,0,0,0,0,0,0,0,217,216,220,0,0,0,0,52,48,22,0,28,1,70,1,1,14,68,0,3,0,0
2c7fa76e,97e270c3,c598c545,High-Need Urban/Suburban,Long Island,85,17,19,18.5,19,NA,NA,NA,57,3,171,10,4,NA,6,2122,1544,13069,0,0,0,0,0,0,0,0,0,0,507,546,515,538,52,48,22,0,32,1,66,0,1,12,61,0,3,0,0
6f557320,03759bb1,c598c545,Charter School,Long Island,92,28.714285714285715,27.875,25.166666666666668,20,29,30,29,68,2,103,8,0,34,4,1521,1595,17866,0,117,116,120,114,116,118,124,121,122,140,122,102,89,49,51,9,1,56,1,39,0,3,7,69,0,0,0,0
edce19eb,3b9e3356,c598c545,Low Need,Long Island,94,22.333333333333332,22.333333333333332,22,NA,NA,NA,NA,17,1,68,1,1,NA,0,786,1391,29501,0,130,129,124,140,132,131,0,0,0,0,0,0,0,49,51,4,0,7,29,20,40,3,9,21,0,0,0,5
d44239b2,3b9e3356,c598c545,Low Need,Long Island,94,19.333333333333332,19.333333333333332,19,NA,NA,NA,NA,21,0,100,1,2,NA,0,911,1391,29501,0,118,140,133,174,163,170,0,0,0,0,0,0,0,53,47,5,0,3,28,30,36,4,19,25,0,0,0,0
5b7d4c39,3b9e3356,c598c545,Low Need,Long Island,94,22.666666666666668,22.666666666666668,22,NA,NA,NA,NA,30,2,82,1,2,NA,0,830,1391,29501,0,119,137,139,138,164,133,0,0,0,0,0,0,0,49,51,13,0,3,38,25,31,2,14,35,0,1,0,0
ec597f7b,3b9e3356,c598c545,Low Need,Long Island,94,22.666666666666668,22.666666666666668,25,NA,NA,NA,NA,25,1,58,1,1,NA,2,586,2602,28290,0,91,91,110,111,84,99,0,0,0,0,0,0,0,49,51,5,0,3,37,19,38,3,11,32,0,0,0,0
33e3931d,3b9e3356,c598c545,Low Need,Long Island,96,20.666666666666668,18.4,21.5,NA,NA,NA,NA,24,1,87,3,2,NA,4,642,1391,29501,0,0,0,0,0,0,0,229,194,209,0,0,0,0,50,50,2,0,3,31,28,37,1,15,29,0,0,0,0
4cb0dbd1,3b9e3356,c598c545,Low Need,Long Island,97,24,24.5,25,NA,NA,NA,NA,24,2,113,6,2,NA,5,1139,1392,29527,0,0,0,0,0,0,0,355,408,376,0,0,0,0,47,53,3,0,7,32,21,39,1,10,30,0,0,0,1
20303c18,3b9e3356,c598c545,Low Need,Long Island,96,19,18.75,19.5,22,NA,NA,NA,26,2,103,4,2,NA,3,892,2925,27932,0,0,0,0,0,0,0,0,0,0,236,235,213,200,51,49,1,0,4,28,28,39,2,15,30,0,1,0,0
20db6715,3b9e3356,c598c545,Low Need,Long Island,96,22,19.75,20.5,22,NA,NA,NA,27,2,133,7,2,NA,4,1517,1392,29540,0,0,0,0,0,0,0,0,0,0,384,347,406,380,50,50,4,0,5,26,25,42,2,8,32,0,1,0,0
19812522,3b9e3356,c598c545,Low Need,Long Island,92,19.333333333333332,19.333333333333332,18,NA,NA,NA,NA,27,1,59,1,1,NA,3,440,1394,29568,0,78,77,93,75,63,54,0,0,0,0,0,0,0,52,48,8,0,4,32,27,33,4,28,35,0,0,0,0
5fa36cb0,52d98582,c598c545,Low Need,Long Island,95,16,16,16,NA,17,14,22,18,2,34,1,1,NA,2,325,1272,28663,0,44,34,56,41,51,47,52,0,0,0,0,0,0,51,49,3,0,2,9,27,58,2,20,22,0,0,0,0
86febac7,52d98582,c598c545,Low Need,Long Island,94,22.5,22.5,23,NA,16,21,14,17,0,31,1,1,NA,1,327,1039,24464,0,57,49,42,46,48,45,40,0,0,0,0,0,0,51,49,4,0,5,11,14,69,1,16,18,0,0,0,0
940692f7,52d98582,c598c545,Low Need,Long Island,95,22.25,22.25,24,NA,21,20,23,14,2,54,1,2,NA,1,691,779,24529,0,90,82,100,104,104,94,117,0,0,0,0,0,0,51,49,3,0,5,13,19,61,3,16,17,0,0,0,0
85b9c061,52d98582,c598c545,Low Need,Long Island,94,21,21,24,NA,21,20,22,11,2,39,1,1,NA,0,427,1048,25501,0,67,62,61,62,77,48,50,0,0,0,0,0,0,50,50,4,0,4,17,19,59,2,19,15,0,0,0,0
4cf0882b,52d98582,c598c545,Low Need,Long Island,94,12.75,12.75,11,NA,16,14,15,16,2,32,1,1,NA,0,324,1549,30027,0,44,48,54,48,40,45,45,0,0,0,0,0,0,52,48,4,0,2,10,23,61,5,21,19,0,0,0,0
97454e92,b315bc19,c598c545,Average Need,Long Island,94,21.333333333333332,21.333333333333332,NA,NA,19,23,20,11,2,55,0,1,NA,0,662,751,29380,0,104,98,93,139,101,121,0,0,0,0,0,0,0,50,50,0,0,1,9,16,73,1,18,14,0,0,0,0
791467eb,b315bc19,c598c545,Average Need,Long Island,94,23.333333333333332,23.333333333333332,NA,NA,18,24,18,26,3,53,0,1,NA,0,630,607,27956,0,97,95,96,116,98,117,0,0,0,0,0,0,0,50,50,12,0,1,27,27,42,2,13,30,0,0,0,0
c92b3afd,b315bc19,c598c545,Average Need,Long Island,94,21.333333333333332,21.333333333333332,NA,NA,19,20,22,13,2,44,0,2,NA,0,526,776,29218,0,96,86,89,76,93,86,0,0,0,0,0,0,0,51,49,5,0,2,18,19,59,2,19,16,0,0,0,0
9f7cdfdd,b315bc19,c598c545,Average Need,Long Island,94,17,17,NA,NA,21,22,19,10,1,33,0,1,NA,0,297,758,31140,0,45,44,44,51,72,40,0,0,0,0,0,0,0,48,52,0,0,1,7,18,71,3,19,12,0,0,0,0
93532c8f,b315bc19,c598c545,Average Need,Long Island,95,17.666666666666668,17.666666666666668,NA,NA,22,22,15,25,5,33,0,1,NA,0,369,590,28177,0,45,65,65,61,61,72,0,0,0,0,0,0,0,51,49,18,0,2,29,29,37,3,12,32,0,1,1,0
b4ebf7d8,b315bc19,c598c545,Average Need,Long Island,95,24,22,24,NA,NA,NA,NA,25,4,77,3,2,NA,2,791,592,31460,0,0,0,0,0,0,0,255,257,275,0,0,0,0,51,49,5,1,1,25,30,42,1,12,32,0,1,0,0
fb68eeac,b315bc19,c598c545,Average Need,Long Island,94,20.333333333333332,20.333333333333332,NA,NA,20,18,19,17,3,51,0,1,NA,0,585,706,26894,0,82,113,109,100,88,92,0,0,0,0,0,0,0,49,51,11,0,2,29,28,38,4,17,24,0,0,0,0
022f98d2,b315bc19,c598c545,Average Need,Long Island,94,23.666666666666668,23.5,23,NA,NA,NA,NA,14,2,95,4,2,NA,1,938,631,32098,0,0,0,0,0,0,0,307,301,320,0,0,0,0,49,51,2,0,1,10,19,68,1,14,17,0,0,0,0
4e108216,b315bc19,c598c545,Average Need,Long Island,94,19,22.666666666666668,17.5,20.5,NA,NA,NA,23,4,107,5,3,NA,5,1023,635,31906,0,0,0,0,0,0,0,0,0,0,230,277,246,255,50,50,3,0,3,23,28,45,1,14,30,0,1,0,0
3058d8ca,b315bc19,c598c545,Average Need,Long Island,95,19,20.333333333333332,21.666666666666668,23,NA,NA,NA,16,3,125,6,2,NA,2,1262,617,31885,0,0,0,0,0,0,0,0,0,0,298,313,339,288,51,49,2,0,1,10,21,66,2,13,21,0,0,0,0
5ab743ca,5a1bba7f,c598c545,Low Need,Long Island,94,18.333333333333332,13.333333333333334,19,NA,NA,NA,NA,9,1,51,0,0,NA,2,564,675,29606,0,89,86,99,80,96,114,0,0,0,0,0,0,0,51,49,2,0,0,2,11,85,2,12,12,0,0,0,0
1481579c,5a1bba7f,c598c545,Low Need,Long Island,96,14,14,16,NA,NA,NA,NA,10,0,47,0,1,NA,0,455,688,33803,0,82,80,80,56,76,81,0,0,0,0,0,0,0,50,50,1,1,0,4,11,81,3,16,11,0,0,0,0
280c08c5,5a1bba7f,c598c545,Low Need,Long Island,95,17,19.25,17,NA,NA,NA,NA,14,1,63,0,0,NA,4,487,760,34994,0,0,0,0,0,0,0,158,169,157,0,0,0,0,54,46,1,0,1,5,9,83,1,14,17,0,0,0,0
f404df9f,5a1bba7f,c598c545,Low Need,Long Island,95,16,14.666666666666666,20,13.5,NA,NA,NA,12,2,72,0,1,NA,1,668,673,34944,0,0,0,0,0,0,0,0,0,0,170,160,157,174,51,49,2,0,1,5,12,81,1,15,16,0,0,0,0
5e44677b,98af8253,c598c545,Low Need,Long Island,95,21.5,21.5,21,NA,NA,NA,NA,14,2,24,0,1,NA,0,292,554,32983,0,0,0,0,0,0,129,162,0,0,0,0,0,0,53,47,3,1,2,13,11,72,1,22,18,0,0,0,0
c51bb123,98af8253,c598c545,Low Need,Long Island,95,9.75,9.75,2,NA,NA,NA,NA,13,3,28,0,1,NA,0,289,502,33671,0,0,0,0,148,135,0,0,0,0,0,0,0,0,51,49,1,0,2,11,13,71,2,25,17,0,0,0,0
7214b4f5,98af8253,c598c545,Low Need,Long Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9b714389,aff42a2a,c598c545,High-Need Urban/Suburban,Long Island,92,13,14.25,20,NA,13,17,16,63,4,43,1,1,NA,0,478,3944,34198,50,54,50,58,62,68,57,76,0,0,0,0,0,0,53,47,30,0,36,1,61,0,0,20,72,0,3,0,1
58a18117,aff42a2a,c598c545,High-Need Urban/Suburban,Long Island,92,13.75,13.75,12,NA,17,20,18,63,4,42,1,0,NA,0,432,3982,33723,34,56,58,58,46,60,50,51,0,0,0,0,0,0,51,49,36,0,34,2,63,1,0,16,72,0,3,0,1
48577ce9,aff42a2a,c598c545,High-Need Urban/Suburban,Long Island,91,18.5,18.25,18,NA,16,17,18,72,2,46,1,1,NA,0,614,3600,27795,50,73,68,77,70,94,93,89,0,0,0,0,0,0,49,51,38,1,30,0,68,0,0,10,81,0,3,0,1
76624db7,aff42a2a,c598c545,High-Need Urban/Suburban,Long Island,90,15,17,18,19.5,NA,NA,NA,63,2,89,6,1,NA,4,1064,3860,31059,0,0,0,0,0,0,0,0,0,0,247,283,283,238,54,46,20,0,41,1,57,0,1,11,69,0,5,1,1
395fb018,aff42a2a,c598c545,High-Need Urban/Suburban,Long Island,91,15.5,18.666666666666668,17.5,17,NA,NA,NA,67,1,53,3,2,NA,0,430,4034,40929,0,0,0,0,0,0,0,0,197,219,0,0,0,0,53,47,24,0,39,0,60,0,0,15,73,0,4,1,1
22bd6185,03759bb1,c598c545,Charter School,Long Island,90,23.833333333333332,23.833333333333332,25,NA,NA,NA,NA,57,3,56,2,0,28,6,735,0,12245,0,73,99,93,91,87,74,65,77,76,0,0,0,0,47,53,14,0,52,0,47,0,0,7,82,0,1,0,0
8d3a93c9,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,92,16.5,17,NA,NA,15,17,17,63,4,50,0,2,NA,0,449,2594,34012,0,34,59,122,99,133,0,0,0,0,0,0,0,0,55,45,40,0,16,1,78,2,2,19,68,0,1,0,0
c2fa0af6,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,94,19.5,19,NA,NA,19,21,20,56,9,50,0,1,NA,1,511,2512,29323,0,60,133,109,105,104,0,0,0,0,0,0,0,0,47,53,34,0,18,3,77,1,2,12,68,0,1,1,0
d78c4927,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,93,20.5,20.5,20,NA,NA,NA,NA,59,2,66,2,4,NA,4,892,2645,27610,0,0,0,0,0,0,420,465,0,0,0,0,0,0,52,48,20,0,23,1,71,4,1,19,62,0,2,0,0
cae22df2,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,92,NA,NA,NA,NA,NA,NA,16,61,1,17,0,1,NA,0,170,3274,45298,0,162,7,0,0,0,0,0,0,0,0,0,0,0,54,46,36,1,20,2,73,2,1,41,62,0,4,0,0
68c5d6d6,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,92,17.5,17,NA,NA,20,21,23,50,9,49,0,2,NA,0,526,2536,27996,0,69,116,103,117,114,0,0,0,0,0,0,0,0,50,50,27,0,19,2,70,7,2,15,64,0,2,0,0
233a6c00,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,93,18,18.25,22.5,NA,NA,NA,NA,60,5,91,3,3,NA,7,932,2611,30979,0,0,0,0,0,0,0,0,473,453,0,0,0,0,51,49,16,1,21,1,70,6,2,17,66,0,1,0,0
dd2c502f,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,94,18,20.75,19,18,NA,NA,NA,55,4,166,10,4,NA,11,2287,2518,26686,0,0,0,0,0,0,0,0,0,0,609,635,478,545,53,47,18,1,23,1,69,5,1,14,60,0,1,0,0
f4405601,fa0906fe,c598c545,High-Need Urban/Suburban,Long Island,94,19.5,18.5,NA,NA,17,19,17,62,7,45,0,3,NA,1,439,2392,28963,0,69,87,95,92,96,0,0,0,0,0,0,0,0,51,49,29,1,20,1,73,2,3,12,71,0,0,0,0
8b35f244,2d2885c3,c598c545,Low Need,Long Island,95,18.666666666666668,18.666666666666668,20,NA,16,13,11,40,6,24,0,1,NA,1,234,705,30454,0,22,48,40,41,43,40,0,0,0,0,0,0,0,48,52,8,0,58,6,27,5,5,9,50,0,1,0,0
09719c91,2d2885c3,c598c545,Low Need,Long Island,95,15,15,17,NA,15,16,19,36,5,23,0,1,NA,0,266,557,29520,0,38,44,49,41,42,52,0,0,0,0,0,0,0,53,47,6,0,57,4,33,3,4,9,43,0,1,1,0
de8ce39e,2d2885c3,c598c545,Low Need,Long Island,94,14.333333333333334,14.333333333333334,15,NA,15,13,17,41,6,60,0,3,NA,1,594,1560,32386,0,85,85,88,89,107,105,0,0,0,0,0,0,0,58,42,6,1,42,7,32,12,6,34,49,0,2,1,0
f7d8487b,2d2885c3,c598c545,Low Need,Long Island,95,13.666666666666666,13.666666666666666,14,NA,12,13,17,39,6,42,0,1,NA,0,426,1159,32325,0,69,61,66,68,90,72,0,0,0,0,0,0,0,54,46,10,0,40,7,37,12,4,19,47,0,1,0,0
78587e1c,2d2885c3,c598c545,Low Need,Long Island,95,18.666666666666668,18.666666666666668,21,NA,18,18,14,41,4,27,0,1,NA,1,317,1015,27030,0,41,54,53,52,54,63,0,0,0,0,0,0,0,49,51,12,0,31,11,46,8,4,11,47,0,1,0,0
72cae048,2d2885c3,c598c545,Low Need,Long Island,96,20.666666666666668,18,22.5,NA,NA,NA,NA,41,7,93,5,2,NA,5,999,2657,30185,0,0,0,0,0,0,0,314,338,334,0,0,0,0,53,47,3,0,51,5,34,6,4,20,49,0,1,1,0
bca8667e,2d2885c3,c598c545,Low Need,Long Island,95,19,18,20.5,22,NA,NA,NA,38,3,138,7,2,NA,4,1505,585,29991,0,0,0,0,0,0,0,0,0,0,371,371,348,393,50,50,4,0,51,5,32,10,2,14,43,0,1,0,0
11d8371c,9553ca9d,c598c545,Low Need,Long Island,100,18.5,18.5,16,NA,NA,NA,NA,17,1,35,1,1,NA,1,412,2478,23845,0,0,61,75,53,79,65,79,0,0,0,0,0,0,57,43,9,0,4,4,24,63,5,18,22,0,0,0,0
3f68e877,9553ca9d,c598c545,Low Need,Long Island,100,23.75,23.75,23,NA,NA,NA,NA,14,2,34,1,1,NA,0,477,766,22537,0,0,63,84,81,78,94,77,0,0,0,0,0,0,52,48,6,0,4,4,22,67,3,10,17,0,0,0,0
2fefa499,9553ca9d,c598c545,Low Need,Long Island,100,22,22,20,NA,NA,NA,NA,20,0,27,1,1,NA,0,271,1045,31137,0,0,34,50,41,37,40,56,0,0,0,0,0,0,52,48,5,0,4,8,24,59,5,16,22,0,1,0,0
2e02a177,9553ca9d,c598c545,Low Need,Long Island,100,20.75,20.75,24,NA,NA,NA,NA,16,1,38,1,2,NA,1,450,805,23090,0,0,73,60,77,81,97,62,0,0,0,0,0,0,48,52,9,0,2,6,26,61,4,14,18,0,1,0,0
b77e4391,9553ca9d,c598c545,Low Need,Long Island,100,23.75,23.75,26,NA,NA,NA,NA,10,1,35,1,1,NA,1,326,878,25003,0,0,57,62,52,52,52,51,0,0,0,0,0,0,47,53,3,0,2,4,17,71,5,18,11,0,0,0,0
7e92c010,9553ca9d,c598c545,Low Need,Long Island,100,22.75,22.75,25,NA,NA,NA,NA,13,1,30,1,1,NA,3,419,875,24944,0,2,63,57,64,92,75,66,0,0,0,0,0,0,50,50,7,0,2,5,30,59,4,19,18,0,1,0,0
